ID,NAME,RATING,PRICE,PHONE,TRANSACTIONS,REVIEW_COUNT
39xntkbTqn4IQuEbqYG1ew,Domino's Pizza,1.0,$,+17184954441,[],75
QEMtnB9PD-OOuEy0gCJueA,Domino's Pizza,1.5,$,+17182214800,[],133
EZ3ibVUEjtnMgO4RaV9QxA,Joong Koog Jip,4.0,$$,+17184282221,"['delivery', 'pickup']",209
k1gvtf9BCvITT4HJVu6Tsw,Yasaiya Shabu Shabu,3.5,$$,+17182253838,"['pickup', 'delivery']",272
rLu0Kbs0fCycSDzeDM2U_g,Golden Star Chinese Restaurant,3.5,$,+17189812828,['delivery'],33
p1izzP-7YomYrP2spmOrBQ,SubsConscious,3.0,$,+12128642720,"['delivery', 'pickup']",180
fT3WtG3zAj4FO1YJ3CnJYg,Mi Mundo Restaurant,2.5,$,+17188680609,['pickup'],7
EmJ7rfmv2y6lQZxgA8U__g,Red Peony Chinese Cuisine,4.0,$$,+12123808883,"['pickup', 'delivery']",556
jfoHx_QpcZcRP7TJAl0G7Q,Mr Chan's Restaurant,3.0,$,+17188865666,"['delivery', 'pickup']",36
zdB4nA0Xpyxhi5oIt6wVng,JoJu,4.5,$$,+13322042278,"['pickup', 'delivery']",285
y9GhIt1MLh6344ODA65NQw,Halal Boyz,3.5,$,+19293622277,"['delivery', 'pickup']",146
gk9zWXCnyiJW39e1lHzOPQ,Dunkin',2.0,$,+17187691745,['delivery'],25
pqj-rtSFBmodB1EDgf4cvw,Gong Cha - Little Neck,4.0,$$,+19174441637,"['delivery', 'pickup']",52
x7LVYm0wc2i3kSRbWWAShA,Lasalle Bakery,2.5,$$,+17188234218,"['delivery', 'pickup']",35
6gl5cTB4mqpIbN2pIwD6hA,City Tamale,4.5,$,+17189911606,"['pickup', 'delivery']",75
EaXnHlHPntg7of31PlfWgA,Southern Girls Soul Food,2.5,$,+17189490400,"['pickup', 'delivery']",156
neccHiLwwGeMUVRXSC7q_A,Hide-Chan Ramen - West Side,4.0,$$,+12129690066,"['delivery', 'pickup']",269
OLG-ozxESMHeo5apZ23NKQ,Avenue Restobar,3.5,$$,+17184339298,"['pickup', 'delivery']",399
7Q1KC59Zju_AdY20AeBHQg,New Northern Manor,3.5,$$,+17182811500,['delivery'],305
qrncvjkiKN5Z-JC06ygy6A,Hutong New York,3.5,$$$$,+12127584800,"['delivery', 'pickup']",567
D0_NinGeiGTQbi1Kx336Iw,Chick-fil-A,3.5,$,+12129984931,[],112
vpkTNjq9dRh9rT3Nh0pe-A,Nolita Pizza,4.5,$,+16468959131,"['pickup', 'delivery']",242
5Ucd5yN_VFlMkhG3QYV2Ng,Piu Bella,4.5,$$,+17187216500,"['delivery', 'pickup']",79
ypSiIk4wGF5rnropyjy1DA,Villa Maria Pizzeria,3.5,$,+17188827446,"['delivery', 'pickup']",25
o4UrasB2ljx2gxfsUFHfBw,Bagel Boss -  Murray Hill,3.0,$,+16463681880,"['pickup', 'delivery']",171
xXgkpFZzcnqBleLdQAmR0A,Pita Hot One,3.0,$$,+17185446755,"['pickup', 'delivery']",65
VZq7ZKqOxqTFzhdEc9E80A,The Times Eatery,4.0,$$,+16463867787,"['delivery', 'pickup']",74
_jX0YO1PykUrRKCLo0WxIw,omakase room by maaser,4.5,$$$$,+12127290636,"['delivery', 'restaurant_reservation']",227
pqGGfA3Vm9srfTIJLgL0Ew,Mama's Noodle House,4.5,$,+16468973171,"['delivery', 'pickup']",165
XNkC1vJmLOI8NRR3Jl_vyQ,Amy Thai Bistro,4.5,$$,+17184621555,['delivery'],326
-2FAuHbWsc_rxuSaeYAhCw,Green Garden Village,4.0,$$,+16469129136,['delivery'],99
Jr8S-deYDqbDoo-eJI7nyg,Empire Szechuan Garden,3.5,$,+17183619625,"['delivery', 'pickup']",64
D-3KVI4IlQckxA5HMb81Kw,Ho Ho Garden,4.0,$,+17183226666,"['delivery', 'pickup']",31
1RPmCa-HdxG-K5n-w2XY8w,Denny's,2.0,$$,+19294330154,[],134
g7PEqU6F5rIR0l-5jLz9RQ,Burger King,2.0,$,+12123460954,['delivery'],22
3zbz9kLrLKHCBeGrNhMMGA,L'Accolade,4.5,$$,+19174091407,['delivery'],164
jWuUibgnTGsJibOrr6UUSw,Haidilao Hot Pot Flushing,5.0,$$$,+19172318888,"['pickup', 'delivery']",2223
NrKCM1h3CsC-sfhg-t1awg,Yafa Cafe,4.5,$,+13474643999,"['delivery', 'pickup']",119
gj3TK9OEeXbb2-3Yp2Laxg,Bamboo Garden,3.5,$$,+17182381122,"['pickup', 'delivery']",199
zpdVhXIouhc8gkBXceCtrQ,Jisu Vegetarian,4.5,$$,+12124701064,"['delivery', 'pickup']",68
BtsXojrMtfLRhhFK7rm35A,Hupo,4.5,$$,+17182556722,"['delivery', 'pickup']",240
_YsHeAEyCYY03zGqlDdj-Q,E-Mo,4.0,$$,+12125941466,['delivery'],435
PJfXA2NFkwyDY9a14qYthw,Taste Crème,4.5,$$$,+19294243600,"['delivery', 'pickup']",202
tThLkpLlETKFSbfc4vCQDw,Fresh Tacos,3.5,$,+17187521818,['delivery'],44
Up2LI3M1Uz3qJncRo0WgVw,Pho Shop,4.0,$$,+16468910086,"['pickup', 'delivery']",276
6jGzPO2ejyqBfROflp9PLA,16 Handles,4.0,$,+12122604414,"['delivery', 'pickup']",690
o4MpyA_z4Jb-WqJwDk_Szg,We Bagel,3.5,$$,+17182551992,"['delivery', 'pickup']",84
_ZZS8RMudSUoZNJMJJZ-DA,Sea Breeze Deli,4.0,$,+17188851263,"['pickup', 'delivery']",10
KDGGpWef9LkYk79oVCiqfg,"Ciao, Gloria",4.5,$$,+17166662426,['delivery'],118
l3aVYfTWVINXaNGxlMz0bQ,Soho Thai,3.5,$$,+12129668916,"['delivery', 'pickup']",209
G5TrLAJ-7D_TawVC29QnPg,Cloisters Deli and Grill,4.5,$,+12129421580,"['pickup', 'delivery']",22
1ux5rxwWjKxoXHUyGynwSg,Purepecha,4.5,$$,+13479161227,"['pickup', 'delivery']",96
ZjU9qd-RR55cEEKufmdN5Q,Cathédrale Restaurant,4.0,$$$$,+12128881093,"['delivery', 'pickup']",493
Ej-hrhc8HFWfijN4X5akOg,Dim Sum Palace,4.0,$$,+16466493607,"['delivery', 'pickup']",250
QewvDmzx32nTIQwHPI5aNw,Hex & Company,4.0,$$,+16468337574,"['pickup', 'delivery']",67
RW1PyIjuGQfLCAhK0lhxnQ,Tiger Sugar,4.0,$$,+17184382358,"['delivery', 'pickup']",195
iWiRGDphwDrXAQyEJL5KVA,White Tiger,3.5,$$,+17185522272,"['pickup', 'delivery']",229
U0vTlPd_wWUcS5NCMkHl3g,Blimpie,4.0,$,+12129879756,[],12
XcK-u5cH25S6cfOhNXdueQ,Good Taste Chinese Restaurant,2.5,$,+17183658282,['delivery'],3
xkoWpDYcWVHPhAWPopcdDg,Prince Tea House,4.0,$$,+19172852523,"['pickup', 'delivery']",1048
7rc7e_mw5DefMCSBsuZYhg,Don Giovanni Ristorante,4.0,$$,+12125814939,"['delivery', 'pickup']",598
4ZU7DVD-tftFFd0PvT3jBQ,Artichoke Basille’s Pizza,3.5,$,+12126008635,['delivery'],120
4UxmxAqehEIh7fYrzUEA7A,Tacovision,4.0,$$,+16469211990,"['delivery', 'pickup']",430
a8CdwY4uFIP4nXkl4V5EEg,Little Branch,4.0,$$$,+12129294360,[],1071
hQB3SrB-AZuRYNpgZ_NIJw,Grand Sahara Mediterranean Grill,4.0,$$,+17189801968,"['delivery', 'pickup']",126
560TteO6WyZPquIiq0uk5w,Domino's Pizza,1.5,$,+17187780110,[],61
NYk5st3owj1e6ivyFGkuLg,Domino's Pizza,1.0,$,+17187737444,[],50
5a9rnHJ0FMxEJGgb5WMLIg,Pho Choice,3.5,$$,+17183216688,"['delivery', 'pickup']",94
9ieA0TyApI94wEqqW_r93w,Aaron's Chinese and Thai,2.0,$$,+12125609898,"['pickup', 'delivery']",63
3oB2_2vpeIyxJt1GvlcZBA,Baodega,4.0,$$,+12124620007,"['delivery', 'pickup']",299
zgjELaaa1JQMmmObrxFB6Q,Modern Tea Shop,4.5,$$,+16468501333,"['pickup', 'delivery']",162
LXbGRGz3pglZhwkbYZWCNw,Chubby Burger Chicken And Pizza,2.0,$$,+17182350300,"['delivery', 'pickup']",11
m-_fzQCkTn7ML4kUkYl0Sg,Chick-fil-A,3.0,$$,+19178100455,['delivery'],69
A5VEyiXOSdP0D-rbztjX9Q,Catch Steak,3.5,$$$$,+12128588899,"['pickup', 'delivery']",558
JDv_pfBjuaU3BR7GC6GxRQ,Yummy Yummy Chinese Restaurant,3.5,$,+17188987128,"['pickup', 'delivery']",49
djJhPAJq96b3_NjicH9HIg,Bagel Market ,4.0,$,+12126816300,"['pickup', 'delivery']",146
7wg6pVsqEv78RuB-nDJrxA,Bagel Club,2.5,$,+17183524948,"['pickup', 'delivery']",77
Rlou96aGL2Ij5wOntg2NuA,Prince Tea House,4.0,$$,+16468923160,"['pickup', 'delivery']",251
xs6umHYXU6S5oGEFY_VNsQ,Bean & Bean Coffee Roasters,4.0,$$,+12124228083,['delivery'],208
oScXqymdWaWpUltHhR3NEQ,Amsterdam Cafe,3.5,$,+12127698935,"['delivery', 'pickup']",53
4eHXgSA7VJgiz6lhAMfL7A,Zhu Ji Dumpling Stall 朱記鍋貼,3.5,$,+17183536265,['delivery'],139
hVNjh97zPH6Rs8NuI_rc5A,Yifang Taiwan Fruit Tea,3.5,$$,+16468610657,"['pickup', 'delivery']",96
9K8VhYvIA26AFMQY8S1soQ,M Noodle Shop,3.0,$$,+17183848008,"['pickup', 'delivery']",386
9JihddA7MQXP_lpb8z-_ug,Grand Fortune Chinese Cuisine,3.0,$,+17182668482,"['delivery', 'pickup']",29
PGBHteqfNcTqesQFKqqdsg,China New Star,3.5,$$,+17183389085,"['delivery', 'pickup']",184
o8uchrRi6HJwdjGhg8Z4mQ,My Pizza,3.0,$,+17187207777,"['delivery', 'pickup']",46
7yGBu-m5K7oWwtu_kdUoDQ,Galicia Tapas,4.5,$$,+16466785132,"['delivery', 'pickup']",66
tImw3a1oveSqMSjQBQq9TA,Juice Healthy Food & Drink,3.5,$$,+12128821611,"['pickup', 'delivery']",108
ULF7NqOo2VWrxMs_hkYgCQ,Tracks Raw Bar & Grill,4.0,$$,+12122446736,['delivery'],323
lL6fIulHzknd86Jko0MmsA,Subway,2.5,$,+13479343350,"['pickup', 'delivery']",9
2TWJdgcdVmvyeBoWTUDEww,The Basac,4.0,$$,+17187628484,['delivery'],334
qpj8kc8y3SgLA6GWkVgX3g,Partybus Bakeshop,4.5,$,+19172620732,"['pickup', 'delivery']",69
YS8pw7sYOBqaW23FCOqecg,Glur Thai,4.5,$$,+12127389898,"['delivery', 'pickup']",316
5T96_u2DdwRTD6tk9qISEA,Gyro Express,4.0,$,+17187699228,"['delivery', 'pickup']",26
Cq0_y25K4r60gUP0JeHRDQ,The Orchard Townhouse,4.0,$$$,+16469705670,"['pickup', 'delivery']",86
uepmIPF1ln0v6kXy0HRRDw,Dunkin',2.5,$,+16463987070,"['pickup', 'delivery']",16
2FuFCA8uaRXUjpC_X941jA,99 Favor Taste - Staten Island,4.0,$$,+17188080066,"['pickup', 'delivery']",261
90wPwsA-9Wzm7cGNFv5MtQ,Sonic Drive-In,2.0,$,+17183176642,"['pickup', 'delivery']",85
jg5nc64wLYKwKAvz_lfMuA,Thai At Lex,3.5,$$,+12122886060,"['delivery', 'pickup']",264
a23bfZBVjIhV32Em4hKHAA,The Buffs,4.5,$$,+17183612362,"['pickup', 'delivery']",222
gDRvHHaj7zbXRA99EsWQAw,Guang Hui Restaurant Incorporated,2.0,$$,+17188623288,['delivery'],13
syNFp2qrQtXfH4bskQVgaA,Portale,4.5,$$$,+19177810255,"['delivery', 'pickup']",190
jjDsVuD7KbxnYV4jFnyftA,LOVE Korean BBQ,4.5,$$$,+16466698147,"['delivery', 'pickup', 'restaurant_reservation']",775
8bIXIStb1SVu1sXYfcMH5g,Ruby's Cafe - East Village,4.5,$$,+16469984265,"['delivery', 'pickup']",427
z8TIY5xLeQptbXxZp3LpsA,Felice 56,4.0,$$$,+16464377272,"['delivery', 'pickup']",111
V3buPboBsxsUaenzGmHgaQ,Foo-An Kitchen,3.5,$,+17182762725,['delivery'],21
M6XZ8IIOGmBfh79vk79Eqw,Tacombi,4.5,$$,+17185993496,"['delivery', 'pickup']",183
Iclgb48aGzcuJTNbqUN4pQ,East Broadway Restaurant,3.5,$,+12126251080,[],17
QCX41m2IubwEr4eXrH0uJQ,Bonchon,3.5,$$,+13474381478,['delivery'],124
Gh4TyhJSqL_24fplLvVpGw,China Cocina,4.5,$$,+17184763476,"['delivery', 'pickup']",22
khZwIk7s0AqTk0jy0WPvkw,Agra Grill,4.0,$$,+13473465228,"['delivery', 'pickup']",87
D8UbXnZ1Q9zR8-sPPpsJ-A,Jell & Chill,4.5,$$,+16463705229,"['pickup', 'delivery']",159
DTWq9rUUqXp6BENSR0t-zw,La Aurora Dominican Restaurant,4.0,$$,+17183474271,"['delivery', 'pickup']",43
lBGWFNaQ5wIDCeVdRUX6sg,Sarku Japan Teriyaki & Sushi Express,3.5,$,+17188988898,"['pickup', 'delivery']",34
VeaKjfh7ZAQKu2k1WgPLXg,Bareburger - Chelsea,4.0,$$,+16465592873,"['pickup', 'delivery']",64
Op43gk4VHEhENJGs-FKi3g,Garlic To the Chicken,4.5,$,+13476892670,"['pickup', 'delivery']",115
bnDfFdiCcPzhuNWUJORvLQ,Noodle Village,4.0,$$,+12122330788,"['pickup', 'delivery']",1415
nwjpKj2Ix2S27GTv8Fjmlw,Gino's Pizza,4.0,$,+17184716825,['pickup'],40
IoPJ1I0eQn6wnrFAoqFXOw,Banhmigos,4.5,$$,+19293376188,"['pickup', 'delivery']",79
NDntYYgQlNSMZcminW03rg,Burger Village,4.0,$$,+19179090594,"['delivery', 'pickup']",81
H26qMBb0OFNn2xmSTM1Phw,Kings of Kobe,4.5,$$,+16463705121,"['pickup', 'delivery']",464
KErqx85gjvz5vaS4lnmpoQ,Starbucks Reserve,4.0,$$,+12126272822,['delivery'],112
nu4IkeHHUQHeD4jTajbk4Q,Sophra Grill,4.5,$$,+16466092392,"['delivery', 'pickup']",137
4CheGhBNFK8KBbsVEhYJKA,South,4.5,$,+13477632500,['delivery'],159
pBUhruF3QDDB8gOpon_lNw,Mr Lin's Take Out Restaurant,3.0,$,+17188059868,['delivery'],8
GdjbCv2nD_V_MCjk0HAgnw,Jiku Wicked Wings & Korean Grub,4.0,$$,+17189752259,"['delivery', 'pickup']",141
AI_tbHT241OKCRpsUIy4bg,Parva Bakeshop Cafe,4.5,$$,+17184339336,"['pickup', 'delivery']",71
d2oL7JOgGJbBEtIF_yXDYA,Lanzhou Hand Pulled Noodles,3.5,$,+19176079188,['delivery'],40
1wrryUsb7gmpehr_c9wZ7A,Un Posto Italiano,5.0,$$,+17186388500,[],56
oF_Uq8SGBHRcz-U5i8wlBQ,Amitabha Vegan Restaurant,4.0,$$,+17184612100,"['pickup', 'delivery']",106
9Ri8et0HTPwzQDg8nUZTBw,Book Club Bar,4.5,$,+16466784160,[],142
mBfmeHv5j1gREYzgySzdAQ,Hyatt Place,3.5,$$,+12122399100,[],118
4gLLWT4dFnfrcuREA5eg0w,The LCL: Bar & Kitchen,3.0,$$,+12124054399,[],73
x7LSv-mieYJozSaUP0MrwA,Pretty Ricky’s,4.0,$$,+16464293957,"['pickup', 'delivery']",63
Au1AcsukhrbUfn6oit8tZw,Kochi,4.5,$$$$,+16464787308,['delivery'],444
YJqM9wxCH-PNslHbffzbGg,Dynasty Chinese Restaurant,3.0,$,+17183386060,['delivery'],53
Z2qZSs6oVJQFSc44tytAHg,India House Restaurant,4.0,$$,+17188577011,"['pickup', 'delivery']",150
ECUTH1VOWxZ9GwfzblMKzA,Mughlai Indian Cuisine,4.5,$$,+16468700555,"['delivery', 'pickup']",181
baDFzWsZ5PRAjTDbnjvsSw,Nordstrom,4.0,$$$,+12122952000,[],182
UgTfFaQ_NAyne5OwLtTpXQ,Bagels & Schmear,4.0,$,+12127257873,['delivery'],684
PoyJmQHzlfuxFmhLdzo9Rg,Chip City,4.5,$,+16468580229,"['delivery', 'pickup']",249
lE97plLxLBWBW-k1nFZs3A,Cake Lords,4.5,$$,+16467736869,[],29
CRlcyuPqDjejinTJdBaGGQ,Lark Cafe,4.0,$,+17186761410,"['pickup', 'delivery']",187
812lKVqrIehaImJKmu84iw,Milk Bar,3.5,$$,+13479744975,"['delivery', 'pickup']",396
0QrYCr-3dgHfRmvciIlKXQ,Pho 86,3.5,$$,+13475875026,['delivery'],93
3_pn5nxp9NuGv7tJ61Mslw,Dhaka Garden,3.0,$$,+17184248600,"['delivery', 'pickup']",55
htAcLoJzr01QQE_wh1hRNQ,News Bar Cafe,3.5,$$,+12123531246,"['pickup', 'delivery']",298
rdIi6vAveVz99BjeXixnmA,86 Best Bakery,4.0,$,+17189961310,['pickup'],23
xtfKAP7X36CCZrJm_Ta6Cg,The Consulate,4.0,$$$,+16467819288,"['delivery', 'pickup']",318
jKr0EQUrEyGu6HuX_xHl5g,520 Dessert,3.5,$$,+15207882887,"['delivery', 'pickup']",418
q676_lJf_DMZGlDRP-9TPw,Los Mariachis Restaurant,3.5,$$,+17188263388,"['pickup', 'delivery']",117
qGgQMVExGERqGhZNDM2ROg,Wu Liang Ye,3.5,$$,+12123982308,"['delivery', 'pickup']",570
GgdR6L49eKH5drPaOYOOPQ,Pop's Pizzas,4.5,$,+12127848863,"['delivery', 'pickup']",199
kBZggrnSP1kcUMnsnfkTaQ,Nan Xiang Xiao Long Bao - Flushing,4.0,$$,+17183213838,"['pickup', 'delivery']",4667
EDFfoyXTsHPBW6mNWLVoig,Local 138,4.0,$,+12124770280,[],246
P_UREWCQxEYVbBa-KW_Wew,EN Japanese Brasserie,4.0,$$$,+12126479196,"['pickup', 'delivery']",1366
nAcVK-Y1_ojsRF_04o-x-A,Yin Ji Chang Fen Rice Roll,4.0,$$,+12122274888,"['pickup', 'delivery']",453
QPFxwkDYbc55C-nWQm36FA,99 Cent Fresh Pizza,4.0,$,+12123665550,"['delivery', 'pickup']",320
hhpA2c-tLF5g1YKYa7OVvw,Subway,2.5,$,+12126656700,"['delivery', 'pickup']",21
2ZBEE_MJeRdLD1NLiNTnCQ,Thailand's Center Point,4.0,$$,+17186516888,"['delivery', 'pickup']",223
jsoosoWvpp7-dDzfBibpQg,Wendy's,2.0,$,+17189673911,['delivery'],51
Wu9AymEM_RM2cnRPslVlIw,East 21,3.5,$,+17186393535,"['pickup', 'delivery']",98
jhI4wN1cePiG-fOoLDI28Q,5 Star Cheese Steak and Pizza,2.5,$,+12129871540,"['pickup', 'delivery']",30
oLxreLHPGrKFoz7bVzTYUw,Cafe-Flor,4.5,$$,+13479902100,"['delivery', 'pickup']",92
cZ42z2_urryidlWp1pjT0w,New Kissena,4.0,$,+17183535707,"['delivery', 'pickup']",56
Yzq_ILrFLVxG9bDw-_rVMA,Butterly Bakeshop,4.5,$$,+19292763617,"['delivery', 'pickup']",124
pSxvfdkC3cDNp-cXRB68tw,Nepali Bhanchha Ghar,4.0,$$,+16468619147,"['delivery', 'pickup']",154
T25Z2dO7-hp89dDNgnMJQw,Double Delight Chinese Restaurant,3.5,$,+17183315880,"['delivery', 'pickup']",38
s6yOBS18MWOT-dpYFEDhxg,The King of Fish,4.5,$$,+13472278015,"['pickup', 'delivery']",104
vnn2gliqdW5y_mVVdGMMCQ,Subway,4.5,$,+17186808808,"['pickup', 'delivery']",15
IaDMUMImKrGfxhAZWC6L8w,Ju Feng Chinese Restaurant,4.0,$,+17182529865,"['pickup', 'delivery']",12
gI8ZU33dONAnkCqUpBzV8w,Fireball,3.0,$$,+16464100983,"['delivery', 'pickup']",20
V_C8pwy8_LG0Wi9xasM7nQ,China Delight,3.0,$,+17184793030,['delivery'],5
QNVt8mtNc768DM8lxkmYEw,Namudol,4.0,$$,+17189614742,"['delivery', 'pickup']",61
SmBNU8b1DYMWsb6igx7rOQ,Anmwey Eatery,4.5,$$,+13474145667,"['delivery', 'pickup']",22
iTcxncdrcQRK1tdcbFIqGQ,Aux Merveilleux De Fred,4.5,$$,+19174751992,"['delivery', 'pickup']",465
yRqxFpGHgiOBDeWc_DqDFA,Great Dragon,2.5,$,+17183223702,"['delivery', 'pickup']",11
NSOh940hkQKD4KUqftaNgA,Ritz Diner,3.5,$$,+12123194993,"['delivery', 'pickup']",446
02QBPRcN0LYO3neX_oqx4Q,Gordo's Cantina,4.0,$$,+19179479208,"['pickup', 'delivery']",304
ekXcaHSWrvmSQafJHIU-Dw,China Moon,4.5,$,+17187357796,[],11
6Nmo6ZNNyAft93k7eSTkTA,Italian Village Pizzeria,3.5,$,+12125355950,"['delivery', 'pickup']",265
_hIxEP_Wd13cjNJ1tcf6KQ,Peking Express,3.5,$,+17183490968,[],45
_hLxV5bkq975qK97Whbtcg,El Valle Cocina Restaurant,2.0,$,+13479479344,"['pickup', 'delivery']",39
rHp_v8fU82U93hYPj3L_3A,Nacho Macho Taco,4.0,$$,+17186222727,"['delivery', 'pickup']",334
Xw34tTIGTE0WdWVmXc02Vw,Money Cat Vietnamese American,4.0,$$,+19293973411,"['pickup', 'delivery']",123
n2uG2dUOu6Nq3mcImPfpfQ,El Guanaco,4.0,$,+12127955400,"['pickup', 'delivery']",28
IAAMu9TfVLopuSSiqQeqhg,Mazete,4.5,$$,+12123678300,"['delivery', 'pickup']",66
Y9jmd1D2QqJTkMMuFrcXNA,Capitol Restaurant,3.5,$$,+12129425090,"['pickup', 'delivery']",81
w0lXJpm1m2P1Rj7qW1NhVA,Geo Si Gi,4.0,$$,+17188880001,"['delivery', 'pickup']",289
6Vb5PonmBLuOeDCn9FW-7w,Sip N' Play,4.5,$$,+17189711684,"['delivery', 'pickup']",82
ziIb68Res3eMw7fz83yFxw,Two Hands,4.0,$$,+17189549403,"['delivery', 'pickup']",64
DkmeAg0lNOTI8SKltDsd_w,Golden Corner Noodles,4.5,$,+17188860123,"['pickup', 'delivery']",64
ROcLEpiaRRvKWrEn6hsulA,Aura Cocina,3.5,$$$,+19294893777,"['delivery', 'pickup']",153
wPymJMA9Esa2i6HVdo-VNg,Kiku Sushi,3.5,$$,+17183691155,"['pickup', 'delivery']",173
lzYVfr6mV1fgQVBQRDyMlg,Burrito Blvd,4.0,$$,+13479160132,"['delivery', 'pickup']",96
oO_X1H5Lxo8sNykx6azLVQ,Thai Super,3.5,$$,+16465591339,"['pickup', 'delivery']",200
O7Y60hLQGzL6J90C1Alq1A,Lucky Fortune Chinese Restaurant,3.0,$$,+17189841120,"['pickup', 'delivery']",64
mEi57As_Gwyt1F73V2x__A,1392 Seafood BBQ,4.0,$$,+17189391392,"['pickup', 'delivery']",103
8mmM20X369_Do04kW7-TTA,Holy Cow,4.0,$,+12127749446,"['delivery', 'pickup']",330
CGnvt7JZfJDiNGhXsMUHeQ,Pierozek,4.5,$$,+17185763866,"['delivery', 'pickup']",169
PAhIveQCsTzi7FNPPQPutA,Chandni Chowk Restaurant,4.0,$$,+17183255859,"['pickup', 'delivery']",29
Y2p2SQzktpiC-uE15TObww,Taste Cafe & Grill,3.0,$,+17183226540,"['delivery', 'pickup']",90
rVUgZ77eFuat3m15Dx-scg,Hotel Americano,3.0,$$$,+12122160000,[],134
igbJNG6Cf95VhbsfPeWNUA,Pumpernickel Bagel,3.0,$,+17183619422,"['delivery', 'pickup']",86
LOu6cnN4YYXWW-zArYLqkA,Jing Way,2.5,$,+17184928833,[],12
8wXweIak4ehpGBzSCMtjew,Corner Pizza,3.5,$,+17186531525,['delivery'],9
TzIlOfKS_sA5bPXK9p0vPA,Los Bucaros,3.0,$$,+17182061499,"['delivery', 'pickup']",70
1nc0BowSdpje6SVawS7iow,Lucky King Bakery,3.5,$,+12122198434,['delivery'],109
M-bBtO3ESQ7pf8xFFdw93w,Dunkin',2.0,$,+17189675862,['delivery'],8
f4MDBtIaxpJP-gf_SPKnOQ,Dunkin',2.5,$,+17186056799,['delivery'],6
AjP84OXdY4LeRdng5jS0ag,Dunkin',2.5,$,+19178300184,['delivery'],11
AZrQIWeN46QHlAsRoW2gjg,Dreamer's Pizza,3.5,$,+12129875414,"['pickup', 'delivery']",91
MYh3iKpuo1HQUoHUyzA0BQ,Bar Crudo,4.5,$$$,+17187011894,[],266
UuiW2A-O11Q0baqSEUMvZA,Miyabi Asian Fusion,4.5,$$,+17188768088,"['pickup', 'delivery']",408
P9Apxdqhy2kyJitIoYFWLg,Bari's Pizza,3.5,$,+17188760002,"['delivery', 'pickup']",67
txKDRVyFvArVLH1pvwUwtg,Cantina 33,4.0,$$,+13479161511,"['delivery', 'pickup']",75
